,M,T,W,R,F,Tmax,Tmin,FeelsLike,Precipitation,WindSpeed,CloudCover,RelativeHumidity,Demand
309,0,0,0,0,1,81.2,51.4,80.5,0.0,4.1,21.0,76.26,1076.0
310,1,0,0,0,0,79.5,51.3,63.8,0.01,7.6,31.9,77.46,992.0
311,0,1,0,0,0,72.5,56.1,63.8,0.07,5.3,76.4,85.36,314.0
312,0,0,1,0,0,74.7,57.9,65.3,0.04,6.9,72.1,80.72,1032.0
313,0,0,0,1,0,74.0,56.7,64.2,0.0,7.7,81.0,79.32,321.0
314,0,0,0,0,1,73.7,56.6,65.1,0.0,8.4,74.4,78.84,974.0
315,1,0,0,0,0,66.8,54.6,61.4,0.48,3.9,83.2,93.39,954.0
316,0,1,0,0,0,77.7,63.9,68.1,1.32,16.2,88.4,85.85,268.0
317,0,0,1,0,0,60.8,43.6,42.1,0.14,19.0,87.5,69.61,834.0
318,0,0,0,1,0,61.1,33.8,43.2,0.0,6.6,19.8,69.04,305.0
319,0,0,0,0,1,63.1,43.6,34.9,0.03,21.5,69.5,63.81,818.0
320,1,0,0,0,0,48.1,30.4,24.0,0.0,16.6,21.0,47.07,818.0
321,0,1,0,0,0,58.5,27.3,34.6,0.0,6.6,0.8,59.89,315.0
322,0,0,1,0,0,69.3,32.2,49.1,0.0,6.5,0.0,62.21,1034.0
323,0,0,0,1,0,66.7,36.4,49.5,0.0,6.7,22.3,64.89,273.0
324,0,0,0,0,1,72.2,38.8,52.5,0.0,3.2,26.1,66.0,993.0
325,1,0,0,0,0,76.0,39.4,55.2,0.0,2.3,0.0,72.31,1010.0
326,0,1,0,0,0,76.9,45.9,47.1,0.0,7.4,23.2,73.85,335.0
327,0,0,1,0,0,77.3,50.8,62.8,0.0,8.9,17.8,69.45,1007.0
328,0,0,0,1,0,76.7,51.5,64.5,0.03,10.1,43.8,73.69,295.0
329,0,0,0,0,1,75.4,64.0,68.3,1.03,6.7,94.0,88.95,903.0
330,1,0,0,0,0,64.0,55.3,60.1,0.87,8.9,95.3,87.7,927.0
331,0,1,0,0,0,65.0,44.4,46.3,0.01,12.1,60.4,69.56,300.0
332,0,0,1,0,0,66.9,37.0,46.7,0.0,4.6,49.1,68.85,954.0
333,0,0,0,1,0,70.6,48.5,44.9,0.04,24.5,46.8,60.03,235.0
334,0,0,0,0,1,54.9,32.1,34.2,0.0,14.0,0.1,53.83,878.0
335,1,0,0,0,0,50.9,30.2,27.5,0.0,15.2,13.3,53.77,889.0
336,0,1,0,0,0,47.1,26.9,26.2,0.0,6.4,2.6,55.07,298.0
337,0,0,1,0,0,62.5,28.6,25.8,0.0,5.2,0.6,55.39,964.0
338,0,0,0,1,0,63.0,30.5,43.8,0.0,12.4,1.6,70.37,299.0
339,0,0,0,0,1,65.2,34.3,46.9,0.0,2.3,30.8,77.87,1026.0
340,1,0,0,0,0,64.6,40.4,51.6,0.0,11.9,65.6,75.45,901.0
341,0,1,0,0,0,55.1,33.6,35.7,0.24,11.5,59.6,70.53,256.0
342,0,0,1,0,0,56.9,29.5,38.7,0.0,5.7,44.0,69.04,946.0
343,0,0,0,1,0,65.7,38.5,35.5,0.01,13.2,78.3,64.17,284.0
344,0,0,0,0,1,65.6,43.3,57.1,0.01,12.4,52.4,74.66,908.0
345,1,0,0,0,0,59.8,35.7,46.1,0.0,8.8,47.2,80.61,944.0
346,0,1,0,0,0,59.3,38.8,39.1,0.0,6.8,40.7,70.48,289.0
347,0,0,1,0,0,57.6,32.4,44.3,0.01,5.1,51.7,74.01,1015.0
348,0,0,0,1,0,49.4,33.0,24.0,0.39,16.1,98.4,90.69,252.0
349,0,0,0,0,1,32.6,28.4,17.8,0.07,14.8,99.4,81.03,823.0
350,1,0,0,0,0,40.4,24.1,16.6,0.0,10.4,42.7,72.39,897.0
351,0,1,0,0,0,52.7,20.5,28.5,0.0,4.2,37.7,71.11,347.0
352,0,0,1,0,0,47.4,37.8,36.6,0.54,7.3,93.4,78.45,872.0
353,0,0,0,1,0,45.8,30.9,31.8,0.03,13.5,79.8,77.45,282.0
354,0,0,0,0,1,49.7,26.2,46.1,0.0,4.9,43.2,85.57,996.0
355,1,0,0,0,0,39.4,31.5,23.9,0.15,11.7,98.0,83.15,835.0
356,0,1,0,0,0,35.3,27.1,21.3,0.0,8.8,75.8,62.08,290.0
357,0,0,1,0,0,48.5,23.2,29.0,0.0,12.7,48.4,79.0,842.0
358,0,0,0,1,0,59.7,27.5,38.3,0.0,3.6,39.5,77.97,312.0
359,0,0,0,0,1,62.8,31.1,44.5,0.0,5.4,31.6,71.69,999.0
360,1,0,0,0,0,65.7,39.3,37.3,0.02,12.6,79.9,71.59,875.0
361,0,1,0,0,0,59.1,42.9,43.7,0.02,11.0,66.4,83.36,292.0
362,0,0,1,0,0,45.1,36.8,33.1,1.0,11.9,97.1,85.56,795.0
363,0,0,0,1,0,47.9,27.8,24.8,0.0,6.0,42.5,70.0,260.0
364,0,0,0,0,1,43.4,34.1,28.2,0.3,7.1,87.3,84.11,880.0
365,1,0,0,0,0,40.6,32.9,25.5,0.02,10.3,100.0,83.25,914.0
366,0,1,0,0,0,34.6,25.7,22.7,0.0,9.6,89.5,76.21,287.0
367,0,0,1,0,0,46.0,22.1,23.0,0.0,4.4,60.9,75.94,946.0
368,0,0,0,1,0,47.7,34.0,35.2,0.0,5.4,97.6,74.48,289.0
369,0,0,0,0,1,50.7,36.4,32.3,0.04,15.9,64.5,78.16,890.0
370,1,0,0,0,0,48.2,30.0,32.0,0.0,15.1,10.1,56.57,863.0
371,0,1,0,0,0,56.9,26.5,34.9,0.0,11.4,39.8,59.71,285.0
372,0,0,1,0,0,55.1,28.3,18.5,1.32,23.3,94.5,82.16,680.0
373,0,0,0,1,0,26.4,14.8,3.9,0.05,16.5,87.6,75.42,264.0
374,0,0,0,0,1,28.0,8.2,-1.6,0.02,9.8,22.8,76.62,955.0
375,1,0,0,0,0,45.4,14.1,27.8,0.0,3.6,31.9,78.99,946.0
376,0,1,0,0,0,41.9,28.3,26.7,0.0,3.3,88.5,88.64,282.0
377,0,0,1,0,0,49.0,28.8,35.9,0.0,4.4,39.1,78.34,1001.0
378,0,0,0,1,0,55.6,34.4,30.7,0.0,12.0,58.1,67.86,272.0
379,0,0,0,0,1,54.5,37.1,46.0,0.06,3.4,76.8,91.88,964.0
380,1,0,0,0,0,59.6,44.0,45.5,0.57,10.4,81.5,87.51,880.0
381,0,1,0,0,0,60.6,43.0,50.9,0.0,5.8,79.2,80.25,294.0
382,0,0,1,0,0,48.2,38.8,32.9,0.02,12.2,99.0,83.66,876.0
383,0,0,0,1,0,45.1,34.6,31.7,0.01,8.1,73.3,76.12,303.0
384,0,0,0,0,1,43.4,35.3,30.9,0.12,13.8,98.9,82.94,821.0
385,1,0,0,0,0,36.8,34.0,29.5,0.0,6.5,99.7,71.84,842.0
386,0,1,0,0,0,41.5,32.3,26.5,0.0,6.1,83.9,71.17,293.0
387,0,0,1,0,0,37.9,34.1,28.4,0.61,6.4,98.8,86.43,831.0
388,0,0,0,1,0,34.1,29.6,26.0,0.0,6.8,99.7,71.5,261.0
389,0,0,0,0,1,38.5,27.8,32.3,0.0,2.5,46.3,72.34,1005.0
390,1,0,0,0,0,37.5,28.0,33.4,0.19,3.0,85.8,91.22,948.0
391,0,1,0,0,0,40.1,28.7,33.4,0.0,6.2,76.6,87.6,310.0
392,0,0,1,0,0,40.1,27.3,36.2,0.0,3.9,43.6,78.45,982.0
393,0,0,0,1,0,43.0,23.9,40.1,0.0,3.4,37.3,80.91,295.0
394,0,0,0,0,1,40.1,30.5,28.1,0.06,9.3,68.6,79.9,905.0
395,1,0,0,0,0,33.8,30.2,23.3,0.07,14.3,97.4,78.38,796.0
396,0,1,0,0,0,39.4,32.9,24.3,0.0,11.2,99.9,70.76,288.0
397,0,0,1,0,0,37.1,27.7,26.6,0.0,12.0,90.4,74.74,782.0
398,0,0,0,1,0,43.5,27.0,31.0,0.0,6.2,73.3,72.1,270.0
399,0,0,0,0,1,42.5,30.9,28.7,0.0,14.6,47.3,55.45,848.0
400,1,0,0,0,0,40.9,30.6,30.0,0.18,6.8,93.7,87.59,924.0
401,0,1,0,0,0,45.8,33.2,28.9,0.0,9.6,49.9,73.69,280.0
402,0,0,1,0,0,39.0,25.6,25.9,0.0,4.7,3.9,49.79,949.0
403,0,0,0,1,0,44.7,26.1,25.2,0.19,3.8,85.7,53.51,287.0
404,0,0,0,0,1,51.4,37.3,42.5,1.6,4.7,99.5,95.47,801.0
405,1,0,0,0,0,61.2,41.2,43.7,0.5,15.0,60.0,77.13,865.0
406,0,1,0,0,0,52.8,36.3,29.0,0.18,13.2,71.4,73.43,263.0
407,0,0,1,0,0,35.2,22.1,14.9,0.04,11.8,72.0,67.64,875.0
408,0,0,0,1,0,33.7,20.4,14.6,0.0,5.7,29.0,61.8,303.0
409,0,0,0,0,1,42.5,22.4,31.1,0.35,6.0,58.4,70.47,850.0
410,1,0,0,0,0,46.9,36.8,33.6,0.32,6.3,95.7,87.2,907.0
411,0,1,0,0,0,39.8,28.2,20.6,0.14,10.2,99.6,86.54,265.0
412,0,0,1,0,0,30.7,26.6,17.1,0.03,11.5,82.1,70.13,833.0
413,0,0,0,1,0,34.8,22.7,17.4,0.0,9.8,30.6,61.26,263.0
414,0,0,0,0,1,43.9,20.2,27.9,0.17,5.8,74.0,67.79,879.0
415,1,0,0,0,0,43.4,29.2,30.1,0.16,16.5,66.1,66.66,744.0
416,0,1,0,0,0,44.3,24.4,31.1,0.05,9.7,60.9,64.44,295.0
417,0,0,1,0,0,37.8,26.0,28.1,0.26,7.9,72.4,83.96,900.0
418,0,0,0,1,0,50.7,23.0,20.6,0.0,3.9,12.6,66.07,317.0
419,0,0,0,0,1,52.4,34.4,31.8,0.01,3.3,77.7,80.26,968.0
420,1,0,0,0,0,60.3,39.8,38.9,0.0,6.3,82.9,73.89,913.0
421,0,1,0,0,0,46.1,41.4,37.9,0.77,6.0,93.7,91.97,252.0
422,0,0,1,0,0,43.3,39.3,33.9,0.31,7.7,100.0,90.88,895.0
423,0,0,0,1,0,44.2,38.5,35.5,0.75,4.9,98.5,92.97,276.0
424,0,0,0,0,1,43.3,37.9,34.7,0.0,5.8,96.6,86.97,930.0
425,1,0,0,0,0,54.3,36.2,35.0,0.28,9.4,91.9,85.59,809.0
426,0,1,0,0,0,48.9,22.8,15.7,0.02,17.1,99.3,79.2,267.0
427,0,0,1,0,0,45.7,22.4,16.4,0.17,7.4,59.6,62.17,909.0
428,0,0,0,1,0,43.5,33.4,29.3,1.16,5.9,97.8,89.88,251.0
429,0,0,0,0,1,39.9,27.8,22.0,0.03,8.3,86.9,81.15,900.0
430,1,0,0,0,0,38.6,22.8,14.9,0.0,9.9,39.1,65.29,860.0
431,0,1,0,0,0,50.0,22.1,21.1,0.0,8.4,26.7,54.26,292.0
432,0,0,1,0,0,49.4,38.3,34.2,0.59,11.3,68.4,64.99,850.0
433,0,0,0,1,0,58.2,30.9,31.3,0.0,15.0,2.8,57.78,294.0
434,0,0,0,0,1,66.0,32.9,42.9,0.0,14.1,21.0,52.38,907.0
435,1,0,0,0,0,58.4,44.2,42.9,0.0,5.4,44.7,43.03,980.0
436,0,1,0,0,0,48.9,42.9,38.3,0.81,9.1,91.1,67.75,226.0
437,0,0,1,0,0,52.9,42.6,39.2,0.48,6.0,99.0,94.19,964.0
438,0,0,0,1,0,71.6,52.0,62.1,0.23,14.6,89.5,78.1,272.0
439,0,0,0,0,1,60.4,39.2,34.4,0.86,11.0,88.6,68.32,798.0
440,1,0,0,0,0,46.5,32.7,29.9,0.0,6.4,52.3,50.08,928.0
441,0,1,0,0,0,54.3,29.8,35.9,0.0,7.5,3.7,53.41,324.0
442,0,0,1,0,0,58.4,31.7,36.7,0.0,12.6,8.5,47.27,878.0
443,0,0,0,1,0,44.1,33.0,27.9,0.0,8.4,32.9,39.8,293.0
444,0,0,0,0,1,47.7,31.9,32.6,0.0,10.9,38.1,37.85,891.0
445,1,0,0,0,0,52.2,21.8,33.8,0.0,13.1,18.4,43.58,866.0
446,0,1,0,0,0,60.4,22.2,49.0,0.0,8.7,19.0,38.95,322.0
447,0,0,1,0,0,64.5,26.9,44.8,0.0,11.5,39.7,44.39,956.0
448,0,0,0,1,0,71.6,31.2,29.3,0.0,9.0,32.6,45.44,295.0
449,0,0,0,0,1,70.7,40.2,55.6,0.0,17.9,44.1,49.65,828.0
450,1,0,0,0,0,63.3,45.1,54.1,0.13,4.8,88.1,78.53,905.0
451,0,1,0,0,0,63.6,45.0,42.0,0.01,5.5,90.1,61.37,270.0
452,0,0,1,0,0,60.3,36.4,48.4,0.04,5.6,60.1,50.99,952.0
453,0,0,0,1,0,64.8,46.3,44.1,0.05,12.0,93.3,51.23,265.0
454,0,0,0,0,1,65.2,43.3,39.7,0.08,12.6,91.4,74.01,869.0
455,1,0,0,0,0,71.1,50.4,60.6,0.17,8.5,86.0,73.66,945.0
456,0,1,0,0,0,68.8,51.7,59.4,1.03,12.3,89.8,81.5,251.0
457,0,0,1,0,0,52.7,42.7,39.9,0.35,15.9,83.1,72.97,827.0
458,0,0,0,1,0,61.0,29.9,26.5,0.0,10.5,8.4,43.28,292.0
459,0,0,0,0,1,65.3,34.3,35.9,0.0,11.3,10.1,40.19,886.0
460,1,0,0,0,0,69.2,37.2,35.3,0.0,8.7,24.9,41.43,962.0
461,0,1,0,0,0,66.5,45.8,45.1,0.0,13.1,74.5,60.11,269.0
462,0,0,1,0,0,74.9,57.1,64.7,0.05,13.7,81.4,60.08,870.0
463,0,0,0,1,0,65.1,51.9,58.4,1.27,8.8,84.5,85.4,309.0
464,0,0,0,0,1,72.4,52.5,64.4,0.15,13.0,62.1,61.56,874.0
465,1,0,0,0,0,58.9,42.2,46.2,1.3,18.1,60.8,84.72,770.0
466,0,1,0,0,0,65.3,48.5,43.5,1.15,18.9,89.7,79.62,224.0
467,0,0,1,0,0,61.3,32.0,35.6,0.0,13.1,10.0,50.34,922.0
468,0,0,0,1,0,73.4,36.1,55.4,0.0,12.1,19.1,53.55,327.0
469,0,0,0,0,1,64.1,40.6,35.8,0.97,14.0,86.6,82.49,792.0
470,1,0,0,0,0,39.4,31.5,22.8,0.04,15.9,89.7,65.15,800.0
471,0,1,0,0,0,46.1,27.6,20.2,0.0,13.2,35.8,39.09,268.0
472,0,0,1,0,0,58.6,23.4,41.4,0.0,7.0,5.2,47.95,949.0
473,0,0,0,1,0,68.4,31.6,49.4,0.0,11.2,1.2,49.91,286.0
474,0,0,0,0,1,73.4,37.5,54.6,0.0,7.9,13.4,53.17,970.0
475,1,0,0,0,0,75.2,40.1,58.0,0.0,12.5,18.0,56.83,960.0
476,0,1,0,0,0,80.0,43.9,79.0,0.0,4.9,28.9,57.6,317.0
477,0,0,1,0,0,75.2,50.5,62.1,0.11,12.7,58.4,64.26,887.0
478,0,0,0,1,0,78.6,53.5,65.0,0.07,13.5,42.8,58.2,306.0
479,0,0,0,0,1,71.2,52.8,61.3,0.28,13.5,65.0,77.18,937.0
480,1,0,0,0,0,67.5,53.4,59.3,0.02,20.4,52.0,63.09,853.0
481,0,1,0,0,0,74.1,41.0,42.3,0.0,20.0,1.8,46.99,261.0
482,0,0,1,0,0,66.7,45.4,57.0,0.01,5.6,47.5,61.05,975.0
483,0,0,0,1,0,75.6,46.8,60.1,0.13,14.2,58.6,66.72,314.0
484,0,0,0,0,1,61.0,46.2,42.7,0.02,17.2,68.5,59.96,843.0
485,1,0,0,0,0,62.1,31.8,44.9,0.0,9.1,35.2,56.66,909.0
486,0,1,0,0,0,59.4,38.9,50.2,0.0,8.6,88.3,62.22,275.0
487,0,0,1,0,0,64.0,46.1,46.2,0.0,7.6,87.2,53.36,902.0
488,0,0,0,1,0,63.3,46.4,46.1,0.02,10.8,70.6,54.53,274.0
489,0,0,0,0,1,72.8,38.5,55.9,0.0,14.8,31.3,56.9,921.0
490,1,0,0,0,0,55.7,34.4,30.7,0.03,15.8,82.2,59.03,784.0
491,0,1,0,0,0,53.6,25.8,31.1,0.0,14.3,23.2,55.61,281.0
492,0,0,1,0,0,57.3,28.8,44.1,0.0,10.6,36.8,58.16,843.0
493,0,0,0,1,0,57.4,44.0,43.8,0.76,8.5,57.8,80.51,293.0
494,0,0,0,0,1,63.2,47.7,48.3,0.04,10.7,51.4,69.64,900.0
495,1,0,0,0,0,77.3,37.8,47.7,0.0,5.3,12.9,58.33,966.0
496,0,1,0,0,0,81.6,47.9,80.6,0.0,9.1,23.5,58.97,306.0
497,0,0,1,0,0,81.2,58.7,81.4,0.0,14.6,73.3,65.66,912.0
498,0,0,0,1,0,77.7,58.8,68.6,0.03,18.1,83.9,72.42,279.0
499,0,0,0,0,1,72.7,51.0,63.4,0.09,17.6,40.5,55.24,871.0
500,1,0,0,0,0,86.5,66.4,88.9,0.0,6.4,57.1,77.67,1024.0
501,0,1,0,0,0,87.8,66.8,89.2,0.0,10.4,41.4,74.5,305.0
502,0,0,1,0,0,89.0,65.6,91.5,0.0,6.9,39.4,76.62,1046.0
503,0,0,0,1,0,86.9,66.8,91.1,0.0,10.4,52.0,80.55,325.0
504,0,0,0,0,1,85.4,68.2,90.3,0.42,6.5,49.8,82.33,1037.0
505,1,0,0,0,0,82.6,70.2,85.9,0.58,12.8,67.5,83.84,895.0
506,0,1,0,0,0,82.3,69.6,83.7,0.0,5.5,67.4,80.26,308.0
507,0,0,1,0,0,82.6,69.7,86.3,0.25,4.6,71.3,86.65,1029.0
508,0,0,0,1,0,82.8,70.1,87.7,0.29,5.3,60.9,87.33,339.0
509,0,0,0,0,1,86.8,70.4,92.4,0.14,14.2,55.2,85.54,915.0
510,1,0,0,0,0,86.9,68.9,90.6,0.02,18.8,61.1,84.03,986.0
511,0,1,0,0,0,85.1,69.5,86.7,0.15,12.1,59.4,79.68,294.0
512,0,0,1,0,0,79.2,58.0,68.6,0.0,6.9,36.3,69.77,984.0
513,0,0,0,1,0,81.8,53.0,80.7,0.0,4.0,10.1,72.15,352.0
514,0,0,0,0,1,83.0,56.4,82.4,0.0,7.0,10.5,74.34,1047.0
515,1,0,0,0,0,86.7,58.2,86.1,0.0,6.6,14.9,71.69,1064.0
516,0,1,0,0,0,84.5,62.0,85.7,0.01,8.2,51.7,75.74,308.0
517,0,0,1,0,0,86.6,63.3,89.2,0.01,5.5,37.0,78.45,1032.0
518,0,0,0,1,0,89.5,65.1,92.8,0.15,6.8,36.6,79.7,356.0
519,0,0,0,0,1,83.1,69.5,86.1,0.19,10.8,55.5,79.56,984.0
520,1,0,0,0,0,85.2,68.0,87.4,0.32,6.5,68.4,80.32,1018.0
521,0,1,0,0,0,81.1,64.9,82.8,0.03,8.4,57.1,80.47,319.0
522,0,0,1,0,0,78.1,60.6,67.9,0.0,11.5,40.7,74.9,968.0
523,0,0,0,1,0,79.3,55.4,66.4,0.0,6.6,31.6,75.1,330.0
524,0,0,0,0,1,69.4,62.9,65.8,0.84,5.9,64.2,91.18,897.0
525,1,0,0,0,0,71.8,55.7,64.6,0.0,9.6,67.7,80.41,922.0
526,0,1,0,0,0,69.3,52.2,59.4,0.0,6.6,66.6,79.17,282.0
527,0,0,1,0,0,71.0,45.6,44.4,0.0,7.6,1.8,62.16,1022.0
528,0,0,0,1,0,71.0,44.2,43.3,0.0,7.8,0.3,59.39,307.0
529,0,0,0,0,1,70.4,42.2,55.7,0.0,7.3,28.4,71.91,1038.0
530,1,0,0,0,0,68.7,50.9,58.5,0.0,4.2,69.3,79.99,1010.0
531,0,1,0,0,0,63.3,57.4,59.7,0.34,6.0,78.2,91.53,296.0
532,0,0,1,0,0,64.4,58.6,61.2,1.42,7.1,78.9,95.67,860.0
533,0,0,0,1,0,73.5,59.4,65.6,0.0,4.8,80.9,86.92,283.0
534,0,0,0,0,1,76.3,60.7,66.8,0.0,3.5,71.7,84.93,1019.0
535,1,0,0,0,0,79.6,61.2,69.4,0.2,8.8,57.8,78.99,960.0
536,0,1,0,0,0,66.6,52.8,56.4,0.96,9.7,72.5,93.81,272.0
537,0,0,1,0,0,67.5,45.5,46.1,0.0,13.8,34.0,77.69,912.0
538,0,0,0,1,0,69.8,46.5,56.9,0.0,10.9,34.1,76.25,257.0
539,0,0,0,0,1,62.0,40.1,46.2,0.0,5.4,32.5,75.35,977.0
540,1,0,0,0,0,66.9,39.7,47.5,0.0,6.4,19.6,74.43,940.0
541,0,1,0,0,0,68.8,42.5,41.8,0.0,10.6,20.1,77.16,323.0
542,0,0,1,0,0,67.6,47.8,55.8,0.0,6.6,39.1,76.45,1002.0
543,0,0,0,1,0,73.7,43.1,56.6,0.0,10.9,10.7,78.68,292.0
544,0,0,0,0,1,75.2,47.6,59.9,0.0,12.2,23.0,79.47,976.0
545,1,0,0,0,0,79.3,49.6,62.8,0.0,5.8,32.8,79.28,1065.0
546,0,1,0,0,0,72.1,54.9,62.7,0.0,6.8,67.7,81.04,341.0
547,0,0,1,0,0,64.5,60.0,62.4,0.89,6.3,89.0,95.03,881.0
548,0,0,0,1,0,72.7,63.0,66.8,0.92,9.0,90.9,86.88,303.0
549,0,0,0,0,1,72.8,60.9,65.8,0.01,6.9,86.1,88.98,994.0
550,1,0,0,0,0,69.0,47.6,61.5,0.06,8.7,60.7,78.48,976.0
551,0,1,0,0,0,75.5,42.2,55.3,0.0,3.6,11.3,71.69,313.0
552,0,0,1,0,0,76.5,44.6,59.7,0.0,12.5,27.7,75.59,956.0
553,0,0,0,1,0,62.5,43.0,49.5,0.04,8.6,76.9,67.46,313.0
554,0,0,0,0,1,60.9,34.6,31.9,0.0,4.3,21.5,65.24,978.0
555,1,0,0,0,0,68.7,37.0,40.1,0.0,4.9,8.6,64.34,963.0
556,0,1,0,0,0,73.5,44.0,43.0,0.0,5.9,21.1,72.04,311.0
557,0,0,1,0,0,76.6,48.0,47.8,0.0,3.4,10.8,78.25,1069.0
558,0,0,0,1,0,78.5,48.4,61.6,0.0,5.6,10.5,76.39,352.0
559,0,0,0,0,1,81.2,51.4,80.5,0.0,4.1,21.0,76.26,1176.0
560,1,0,0,0,0,79.5,51.3,63.8,0.01,7.6,31.9,77.46,1017.0
561,0,1,0,0,0,72.5,56.1,63.8,0.07,5.3,76.4,85.36,302.0
562,0,0,1,0,0,74.7,57.9,65.3,0.04,6.9,72.1,80.72,976.0
563,0,0,0,1,0,74.0,56.7,64.2,0.0,7.7,81.0,79.32,309.0
564,0,0,0,0,1,73.7,56.6,65.1,0.0,8.4,74.4,78.84,1004.0
565,1,0,0,0,0,66.8,54.6,61.4,0.48,3.9,83.2,93.39,990.0
566,0,1,0,0,0,77.7,63.9,68.1,1.32,16.2,88.4,85.85,248.0
567,0,0,1,0,0,60.8,43.6,42.1,0.14,19.0,87.5,69.61,758.0
568,0,0,0,1,0,61.1,33.8,43.2,0.0,6.6,19.8,69.04,302.0
569,0,0,0,0,1,63.1,43.6,34.9,0.03,21.5,69.5,63.81,823.0
570,1,0,0,0,0,48.1,30.4,24.0,0.0,16.6,21.0,47.07,824.0
571,0,1,0,0,0,58.5,27.3,34.6,0.0,6.6,0.8,59.89,326.0
572,0,0,1,0,0,69.3,32.2,49.1,0.0,6.5,0.0,62.21,965.0
573,0,0,0,1,0,66.7,36.4,49.5,0.0,6.7,22.3,64.89,313.0
574,0,0,0,0,1,72.2,38.8,52.5,0.0,3.2,26.1,66.0,960.0
575,1,0,0,0,0,76.0,39.4,55.2,0.0,2.3,0.0,72.31,1102.0
576,0,1,0,0,0,76.9,45.9,47.1,0.0,7.4,23.2,73.85,306.0
577,0,0,1,0,0,77.3,50.8,62.8,0.0,8.9,17.8,69.45,1010.0
578,0,0,0,1,0,76.7,51.5,64.5,0.03,10.1,43.8,73.69,332.0
579,0,0,0,0,1,75.4,64.0,68.3,1.03,6.7,94.0,88.95,900.0
580,1,0,0,0,0,64.0,55.3,60.1,0.87,8.9,95.3,87.7,899.0
581,0,1,0,0,0,65.0,44.4,46.3,0.01,12.1,60.4,69.56,297.0
582,0,0,1,0,0,66.9,37.0,46.7,0.0,4.6,49.1,68.85,982.0
583,0,0,0,1,0,70.6,48.5,44.9,0.04,24.5,46.8,60.03,250.0
584,0,0,0,0,1,54.9,32.1,34.2,0.0,14.0,0.1,53.83,943.0
585,1,0,0,0,0,50.9,30.2,27.5,0.0,15.2,13.3,53.77,852.0
586,0,1,0,0,0,47.1,26.9,26.2,0.0,6.4,2.6,55.07,317.0
587,0,0,1,0,0,62.5,28.6,25.8,0.0,5.2,0.6,55.39,978.0
588,0,0,0,1,0,63.0,30.5,43.8,0.0,12.4,1.6,70.37,311.0
589,0,0,0,0,1,65.2,34.3,46.9,0.0,2.3,30.8,77.87,1023.0
590,1,0,0,0,0,64.6,40.4,51.6,0.0,11.9,65.6,75.45,880.0
591,0,1,0,0,0,55.1,33.6,35.7,0.24,11.5,59.6,70.53,265.0
592,0,0,1,0,0,56.9,29.5,38.7,0.0,5.7,44.0,69.04,890.0
593,0,0,0,1,0,65.7,38.5,35.5,0.01,13.2,78.3,64.17,278.0
594,0,0,0,0,1,65.6,43.3,57.1,0.01,12.4,52.4,74.66,891.0
595,1,0,0,0,0,59.8,35.7,46.1,0.0,8.8,47.2,80.61,900.0
596,0,1,0,0,0,59.3,38.8,39.1,0.0,6.8,40.7,70.48,293.0
597,0,0,1,0,0,57.6,32.4,44.3,0.01,5.1,51.7,74.01,920.0
598,0,0,0,1,0,49.4,33.0,24.0,0.39,16.1,98.4,90.69,261.0
599,0,0,0,0,1,32.6,28.4,17.8,0.07,14.8,99.4,81.03,810.0
600,1,0,0,0,0,40.4,24.1,16.6,0.0,10.4,42.7,72.39,902.0
601,0,1,0,0,0,52.7,20.5,28.5,0.0,4.2,37.7,71.11,296.0
602,0,0,1,0,0,47.4,37.8,36.6,0.54,7.3,93.4,78.45,806.0
603,0,0,0,1,0,45.8,30.9,31.8,0.03,13.5,79.8,77.45,311.0
604,0,0,0,0,1,49.7,26.2,46.1,0.0,4.9,43.2,85.57,948.0
605,1,0,0,0,0,39.4,31.5,23.9,0.15,11.7,98.0,83.15,826.0
606,0,1,0,0,0,35.3,27.1,21.3,0.0,8.8,75.8,62.08,301.0
607,0,0,1,0,0,48.5,23.2,29.0,0.0,12.7,48.4,79.0,883.0
608,0,0,0,1,0,59.7,27.5,38.3,0.0,3.6,39.5,77.97,302.0
609,0,0,0,0,1,62.8,31.1,44.5,0.0,5.4,31.6,71.69,946.0
610,1,0,0,0,0,65.7,39.3,37.3,0.02,12.6,79.9,71.59,846.0
611,0,1,0,0,0,59.1,42.9,43.7,0.02,11.0,66.4,83.36,296.0
612,0,0,1,0,0,45.1,36.8,33.1,1.0,11.9,97.1,85.56,798.0
613,0,0,0,1,0,47.9,27.8,24.8,0.0,6.0,42.5,70.0,300.0
614,0,0,0,0,1,43.4,34.1,28.2,0.3,7.1,87.3,84.11,903.0
615,1,0,0,0,0,40.6,32.9,25.5,0.02,10.3,100.0,83.25,871.0
616,0,1,0,0,0,34.6,25.7,22.7,0.0,9.6,89.5,76.21,279.0
617,0,0,1,0,0,46.0,22.1,23.0,0.0,4.4,60.9,75.94,930.0
618,0,0,0,1,0,47.7,34.0,35.2,0.0,5.4,97.6,74.48,291.0
619,0,0,0,0,1,50.7,36.4,32.3,0.04,15.9,64.5,78.16,879.0
620,1,0,0,0,0,48.2,30.0,32.0,0.0,15.1,10.1,56.57,858.0
621,0,1,0,0,0,56.9,26.5,34.9,0.0,11.4,39.8,59.71,295.0
622,0,0,1,0,0,55.1,28.3,18.5,1.32,23.3,94.5,82.16,673.0
623,0,0,0,1,0,26.4,14.8,3.9,0.05,16.5,87.6,75.42,262.0
624,0,0,0,0,1,28.0,8.2,-1.6,0.02,9.8,22.8,76.62,843.0
